Compound name,Injection time,Peak mass,Error to closest theory mass (ppm),Closest theory mass,Ligand count,Relative labelling
AAR-POS-d2a4d1df-35,5.83,34459.58076097607,2569.853566846577,34548.365000000034,3,0.0
AAR-POS-d2a4d1df-35,62.83,33828.40903307435,950.2234808376071,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-35,62.83,34047.05613015752,2.0891763979903386,34046.98500000004,1,92.52236290690199
AAR-POS-d2a4d1df-35,62.83,34070.44048854137,688.9152898951501,34046.98500000004,1,0.0
AAR-POS-d2a4d1df-35,62.83,34461.50712061376,2514.0952223434047,34548.365000000034,3,0.0
AAR-POS-d2a4d1df-35,182.85,33827.54170909065,924.5601948560884,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-35,182.85,34047.08492805829,2.9350046194865893,34046.98500000004,1,93.79926380955929
AAR-POS-d2a4d1df-35,182.85,34070.567676506726,692.6509500529506,34046.98500000004,1,0.0
AAR-POS-d2a4d1df-35,182.85,34085.99079852648,1145.6461864815026,34046.98500000004,1,0.0
AAR-POS-d2a4d1df-35,182.85,34096.224695361256,1446.2277749768068,34046.98500000004,1,0.0
AAR-POS-d2a4d1df-35,182.85,34461.65922400869,2509.6926002531245,34548.365000000034,3,0.0
AAR-POS-d2a4d1df-40,6.54,33795.83442674238,13.627921571073621,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-40,6.54,33828.6605949937,957.6669570929461,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-40,6.54,34062.84630564767,7.230970261623073,34062.600000000035,1,73.86429289700853
AAR-POS-d2a4d1df-40,6.54,34084.496806429954,642.8401363935452,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,6.54,34477.32524410437,3407.5456080671897,34595.210000000036,3,0.0
AAR-POS-d2a4d1df-40,63.55,33827.64380677965,927.5811676875627,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-40,63.55,34024.31387043792,1123.9931644123294,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,63.55,34063.00155833445,11.788833923872883,34062.600000000035,1,91.86193329546063
AAR-POS-d2a4d1df-40,63.55,34072.050880027164,277.456213769023,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,63.55,34084.59113813348,645.6094993760285,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,63.55,34100.804006935825,1121.5822320019586,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,63.55,34476.71912646949,3425.0658842811868,34595.210000000036,3,0.0
AAR-POS-d2a4d1df-40,183.56,33828.42989613663,950.8407988684775,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-40,183.56,33975.93132158952,2544.3940982341705,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,183.56,34062.875955699135,8.101427932701846,34062.600000000035,1,92.21229239089669
AAR-POS-d2a4d1df-40,183.56,34072.10373113207,279.00780128451305,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,183.56,34097.4598610104,1023.4057591130855,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,183.56,34475.018643630916,3474.2195919354003,34595.210000000036,3,0.0
AAR-POS-d2a4d1df-40,7.02,33796.19920405858,2.8345101571576756,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-40,7.02,33828.36681030791,948.9741496183566,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-40,7.02,34062.940663628775,10.00110469371108,34062.600000000035,1,74.72753720116644
AAR-POS-d2a4d1df-40,7.02,34082.741524180936,591.309065687906,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,7.02,34477.18664063965,3411.552043198588,34595.210000000036,3,0.0
AAR-POS-d2a4d1df-40,64.02,33794.90796983181,41.040894223034314,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-40,64.02,33827.85630519171,933.8687921759893,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-40,64.02,34023.420656836766,1150.215872049362,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,64.02,34051.54246429717,324.62394834406905,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,64.02,34061.613164226655,28.97124040382779,34062.600000000035,1,96.97649746395261
AAR-POS-d2a4d1df-40,64.02,34069.357890576095,198.396205106485,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,64.02,34081.33119847753,549.9051298929996,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,64.02,34097.435521739586,1022.691213810778,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,64.02,34477.211998076746,3410.81906782152,34595.210000000036,3,0.0
AAR-POS-d2a4d1df-40,184.03,33807.55370130631,333.1341884154161,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-40,184.03,33828.49519917192,952.773053137516,33796.295000000035,0,0.0
AAR-POS-d2a4d1df-40,184.03,34046.43742876553,474.4961111161465,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,184.03,34062.87484350858,8.068776562711536,34062.600000000035,1,97.47879898307137
AAR-POS-d2a4d1df-40,184.03,34072.110737726456,279.213498864479,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,184.03,34100.99117356697,1127.0770160507902,34062.600000000035,1,0.0
AAR-POS-d2a4d1df-40,184.03,34477.035782148654,3415.912718881639,34595.210000000036,3,0.0
LON-WEI-adc59df6-47,7.72,33709.43954509976,2569.9697230206093,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,7.72,33795.99887685064,8.762000373038436,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,7.72,33816.47181104641,597.0125141343001,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,7.72,33826.048983464105,880.391873253271,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,7.72,34062.64344701742,5640.3941685485615,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,7.72,34255.91069724348,1.4799582741472253,34255.86000000004,1,35.291654593788344
LON-WEI-adc59df6-47,64.72,33677.16737532001,3524.8723175136824,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,64.72,33793.64908988643,78.28994609042428,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,64.72,33829.103120650296,970.7608674341694,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,64.72,33847.879724796934,1526.3426004803036,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,64.72,34115.952316248666,4084.1970906983825,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,64.72,34216.929888008875,1136.4511645937803,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,64.72,34239.664140299705,472.7909239567246,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,64.72,34255.89431109377,1.0016123878354803,34255.86000000004,1,91.11081236357796
LON-WEI-adc59df6-47,64.72,34275.86097201829,583.8700887453919,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,64.72,34300.48376431685,1302.6607510893982,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,64.72,34321.53739527845,1917.260149895908,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,184.74,33793.041628255305,96.26415394733408,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,184.74,33807.678264221526,336.8198857741982,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,184.74,33829.480580832744,981.9295527130729,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,184.74,34217.814329079156,1110.6324850954275,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,184.74,34236.81929170852,555.8379877638147,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,184.74,34255.91889968813,1.7194047409875313,34255.86000000004,1,94.20780425511862
LON-WEI-adc59df6-47,184.74,34275.862542482355,583.9159338670208,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,184.74,34297.55079645073,1217.041301858716,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,184.74,34311.8254284915,1633.7475833759518,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,184.74,34361.80446308678,3092.7398432485325,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,184.74,34491.60641603613,6447.237329340036,34715.42500000003,2,0.0
LON-WEI-adc59df6-47,184.74,34666.04977721978,1422.2848425520995,34715.42500000003,2,0.0
LON-WEI-adc59df6-47,184.74,34846.53662391478,3776.7541061284683,34715.42500000003,2,0.0
LON-WEI-adc59df6-47,8.2,33796.08290666928,6.275638520506326,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,8.2,33813.49310192894,508.87536426429904,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,8.2,33828.5341267475,953.9248828153135,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,8.2,34255.40139293807,13.387696644305947,34255.86000000004,1,35.070063980700915
LON-WEI-adc59df6-47,65.2,33713.67663674092,2444.5982395145006,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,65.2,33795.36471551345,27.526226960130163,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,65.2,33828.92555249168,965.5067956900617,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,65.2,34218.11046225267,1101.9877401229403,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,65.2,34243.742314393545,353.74051641068553,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,65.2,34255.94344198719,2.43584563789938,34255.86000000004,1,93.05206568051639
LON-WEI-adc59df6-47,65.2,34267.460776070155,338.6508489384796,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,65.2,34831.734440555665,3350.367755994142,34715.42500000003,2,0.0
LON-WEI-adc59df6-47,185.22,33677.13749932758,3525.7563195152698,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,185.22,33792.57371883117,110.10914565830271,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,185.22,33829.04367973376,969.0020676445743,33796.295000000035,0,0.0
LON-WEI-adc59df6-47,185.22,34216.78831909583,1140.583856432329,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,185.22,34255.900820017916,1.1916214591901608,34255.86000000004,1,96.22077839436878
LON-WEI-adc59df6-47,185.22,34267.63468876627,343.72772326358336,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,185.22,34279.95312122025,703.328458845061,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,185.22,34297.410797506345,1212.9544406798793,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,185.22,34348.72476670037,2710.9162257298876,34255.86000000004,1,0.0
LON-WEI-adc59df6-47,185.22,34667.598802360975,1377.6641835454045,34715.42500000003,2,0.0
DAN-LON-a5fc619e-8,8.9,33795.644071520495,19.260350270326615,33796.295000000035,0,0.0
DAN-LON-a5fc619e-8,8.9,33828.95824634338,966.4741754487834,33796.295000000035,0,0.0
DAN-LON-a5fc619e-8,8.9,34059.5481972673,16.21296374282437,34058.996000000036,1,81.67239388463057
DAN-LON-a5fc619e-8,8.9,34078.832616736894,582.4193037533619,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,8.9,34298.03367770954,689.4566515896029,34321.69700000004,2,0.0
DAN-LON-a5fc619e-8,8.9,34473.99294915548,3192.3369273207495,34584.39800000004,3,0.0
DAN-LON-a5fc619e-8,65.89,33828.731650384725,959.7694180587074,33796.295000000035,0,0.0
DAN-LON-a5fc619e-8,65.89,34048.82413006063,298.6544271417784,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,65.89,34059.30477469868,9.065877885598336,34058.996000000036,1,92.01443493713816
DAN-LON-a5fc619e-8,65.89,34069.74708707669,315.660716383313,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,65.89,34101.41408450489,1245.4296804537046,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,65.89,34473.56854005673,3204.6086198553016,34584.39800000004,3,0.0
DAN-LON-a5fc619e-8,185.92,33828.65953699315,957.6356518700704,33796.295000000035,0,0.0
DAN-LON-a5fc619e-8,185.92,34059.30793153853,9.158565287639327,34058.996000000036,1,91.22360299173197
DAN-LON-a5fc619e-8,185.92,34069.49602984575,308.28947059144633,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,185.92,34097.759013981406,1138.1138181927024,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,185.92,34470.963262152516,3279.939637738416,34584.39800000004,3,0.0
DAN-LON-a5fc619e-8,9.37,33795.772665564225,15.455375679765204,33796.295000000035,0,0.0
DAN-LON-a5fc619e-8,9.37,33828.63194624252,956.8192679845198,33796.295000000035,0,0.0
DAN-LON-a5fc619e-8,9.37,34059.39057210192,11.58495987029854,34058.996000000036,1,81.52827229260619
DAN-LON-a5fc619e-8,9.37,34077.813904387054,552.509075341464,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,9.37,34473.5877350244,3204.0536017322047,34584.39800000004,3,0.0
DAN-LON-a5fc619e-8,66.37,33828.56301641706,954.7797004678556,33796.295000000035,0,0.0
DAN-LON-a5fc619e-8,66.37,34049.17005206543,288.49787394228645,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,66.37,34059.418438707915,12.403146231302197,34058.996000000036,1,92.8407858194969
DAN-LON-a5fc619e-8,66.37,34069.698165721136,314.22434534185163,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,66.37,34101.027017227956,1234.0650683866454,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,66.37,34474.15122313547,3187.7604711976046,34584.39800000004,3,0.0
DAN-LON-a5fc619e-8,186.39,33829.30082660233,976.6107971982427,33796.295000000035,0,0.0
DAN-LON-a5fc619e-8,186.39,34048.96213135163,294.6025962833093,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,186.39,34059.508128017296,15.036497765838208,34058.996000000036,1,91.4505274425591
DAN-LON-a5fc619e-8,186.39,34069.651230715004,312.84629514530104,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,186.39,34080.82245169175,640.8424867166235,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,186.39,34099.56700987531,1191.1980574904544,34058.996000000036,1,0.0
DAN-LON-a5fc619e-8,186.39,34473.58478306287,3204.138957028176,34584.39800000004,3,0.0
NEH-REV-107bcf72-5,10.08,33796.135025796706,4.733483458130599,33796.295000000035,0,0.0
NEH-REV-107bcf72-5,10.08,33816.421326962445,595.5187384419064,33796.295000000035,0,0.0
NEH-REV-107bcf72-5,10.08,34045.12842913138,17.34284458029087,34044.53800000004,1,12.112846621666279
NEH-REV-107bcf72-5,10.08,34078.140547851996,987.0172963415929,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,10.08,34210.749348581405,2392.096791993246,34292.78100000003,2,0.0
NEH-REV-107bcf72-5,67.07,33712.8470635433,2469.1445158925767,33796.295000000035,0,0.0
NEH-REV-107bcf72-5,67.07,33796.40432430346,3.2348014309422632,33796.295000000035,0,0.0
NEH-REV-107bcf72-5,67.07,33829.02627301034,968.4870193702475,33796.295000000035,0,0.0
NEH-REV-107bcf72-5,67.07,34002.65059982996,1230.3706447734753,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,67.07,34024.91790128546,576.3067988932165,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,67.07,34045.27673193758,21.6989855330438,34044.53800000004,1,67.70433077631247
NEH-REV-107bcf72-5,67.07,34063.730606548794,563.7499486336652,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,67.07,34079.40470542487,1024.1497600829894,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,67.07,34104.942390925644,1774.2755365223913,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,67.07,34122.897431833706,2301.6741138819098,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,67.07,34158.8375433499,3357.3533396125185,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,67.07,34211.110777647766,2381.5572832155567,34292.78100000003,2,0.0
NEH-REV-107bcf72-5,67.07,34458.87822521207,2378.209018585008,34541.024000000034,3,0.0
NEH-REV-107bcf72-5,187.09,33830.199795584,1003.2104283609561,33796.295000000035,0,0.0
NEH-REV-107bcf72-5,187.09,34001.48080854765,1264.7312603387295,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,187.09,34026.90332783055,517.9882943186444,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,187.09,34044.011923027836,15.452610113282361,34044.53800000004,1,90.35993723890975
NEH-REV-107bcf72-5,187.09,34050.36009489775,171.0140668588447,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,187.09,34071.97087517061,805.7937273396433,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,187.09,34081.36406884948,1081.7027051282362,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,187.09,34112.647501206826,2000.5999554697705,34044.53800000004,1,0.0
NEH-REV-107bcf72-5,187.09,34327.288577313826,1006.2636014791025,34292.78100000003,2,0.0
NEH-REV-107bcf72-5,187.09,34361.936272369785,2016.6131282777317,34292.78100000003,2,0.0
NEH-REV-107bcf72-5,187.09,34460.65818262468,2326.677326513463,34541.024000000034,3,0.0
NEH-REV-107bcf72-5,10.55,33796.21259443126,2.438301854601991,33796.295000000035,0,0.0
NEH-REV-107bcf72-5,10.55,33816.265878791346,590.9191759425519,33796.295000000035,0,0.0
